Movie, Genre, Actor,Actor2,Actor3
"Mystery, AlaskaÂ ",Comedy,Scott Grimes,Bella Heathcote,Sam Riley
The Spy Next Door,Action,Madeline Carroll,Tulku Jamyang Kunga Tenzin,Tencho Gyalpo
A Simple Wish,Comedy,Mara Wilson,Katherine Parkinson,Fenella Woolgar
Ghosts of Mars,Action,Jason Statham,Donald Faison,Augustus Prew
Our Brand Is Crisis,Comedy,Dominic Flores,Elena Anaya,Eduardo Noriega
Pride and Prejudice and Zombies,Action,Matt Smith,Robert Maillet,RZA
Kundun,Biography,Tenzin Thuthob Tsarong,Kabir Bedi,Steven Berkoff
How to Lose Friends & Alienate People,Comedy,James Corden,Martin Starr,Charlyne Yi
Kick-Ass 2,Action,ChloÃ« Grace Moretz,Sofia Vassilieva,Jeffrey Markle
Captain Alatriste: The Spanish Musketeer,Adventure,Viggo Mortensen,Mike Epps,Cedric the Entertainer
Brick Mansions,Action,Paul Walker,Judy Davis,Art Malik
Octopussy,Action,Louis Jourdan,Andrew Simpson,Shaun Parkes
Knocked Up,Comedy,Harold Ramis,Jake Gyllenhaal,Meryl Streep
My Sister's Keeper,Drama,Jason Patric,Mary Elizabeth Mastrantonio,Jake McDorman
"Welcome Home, Roscoe JenkinsÂ ",Comedy,Mo'Nique,Kurtwood Smith,Nichelle Nichols
A Passage to India,Adventure,Richard Wilson,Fionnula Flanagan,Matthew Settle
Notes on a Scandal,Crime,Phil Davis,Bill Murray,Garry Shandling
Rendition,Drama,J.K. Simmons,Tony Goldwyn,Tatyana Ali
LimitlessÂ             ,Crime,Colin Salmon,Aretha Franklin,Ray Charles
Star Trek VI: The Undiscovered Country,Action,Leonard Nimoy,Blythe Danner,Michael Rady
Divine Secrets of the Ya-Ya Sisterhood,Drama,Ellen Burstyn,Jeremy Jordan,Jesse L. Martin
The Jungle Book,Adventure,Scarlett Johansson,Christopher Webster,Peter McNicholl
Kiss the Girls,Crime,Morgan Freeman,Bridget Fonda,Ty Olsson
The Blues Brothers,Action,John Belushi,Morgan Freeman,Dorian Missick
The Sisterhood of the Traveling Pants 2,Comedy,America Ferrera,Scott Glenn,Sam Shepard
Joyful Noise,Comedy,Dolly Parton,Joely Richardson,Rafe Spall
About a Boy,Comedy,Sharon Small,Barret Oliver,Alan Oppenheimer
Lake Placid,Action,Oliver Platt,William Hurt,Bruce Spence
Lucky Number Slevin,Crime,Bruce Willis,Hayley Atwell,Charlotte Rampling
The Right Stuff,Adventure,Dennis Quaid,Art Carney,Joyce Randolph
Anonymous,Drama,Vanessa Redgrave,Jean Marsh,Tim Rose
The NeverEnding Story,Adventure,Gerald McRaney,Lew Temple,Dwight Yoakam
Dark City,Action,Rufus Sewell,Callum Rennie,Vanesa Tomasino
The Duchess,Biography,Dominic Cooper,Kevin Chamberlin,William Mapother
The HoneymoonersÂ             ,Comedy,Jackie Gleason,Richard Schiff,Sophie Okonedo
Return to Oz,Adventure,Piper Laurie,Joel McHale,Daryl Sabara
The Newton Boys,Action,Matthew McConaughey,Jack O'Connell,Chris Bauer
Case 39,Horror,Bradley Cooper,Junix Inocian,Paul Barber
Suspect Zero,Crime,Harry Lennix,Philip Seymour Hoffman,Chris Bauer
Martian Child,Comedy,Oliver Platt,Clifton Collins Jr.,Eion Bailey
Spy Kids: All the Time in the World in 4D,Action,Alexa PenaVega,Robin Wright,Kristen Stewart
Money Monster,Crime,Julia Roberts,Colin Salmon,John Neville
Formula 51,Action,Meat Loaf,Amy Carson,Joseph Kaiser
Flawless,Comedy,Robert De Niro,Adhir Kalyan,Allen Covert
Mindhunters,Crime,LL Cool J,Julie Gonzalo,Willie Garson
What Just Happened,Comedy,Robert De Niro,Romany Malco,Gerry Bednob
The Statement,Drama,Charlotte Rampling,Martin Clunes,Simon Callow
The Magic Flute,Drama,Kim-Marie Woodhouse,Boyd Holbrook,David Harbour
Paul Blart: Mall Cop,Action,Erick Avari,Cathy Moriarty,Penelope Ann Miller
Freaky Friday,Comedy,Jamie Lee Curtis,Gary Cole,Rosie Perez
The 40-Year-Old Virgin,Comedy,Steve Carell,Dougray Scott,Jeanne Moreau
Shakespeare in Love,Comedy,Tom Wilkinson,Michael Jeter,Julian Richings
A Walk Among the Tombstones,Crime,Liam Neeson,Oliver Platt,Hope Davis
Kindergarten Cop,Action,Richard Tyson,Kaitlin Olson,Glenn Howerton
Pineapple Express,Action,James Franco,Dirk Bogarde,Wolfgang Preiss
Ever After: A Cinderella Story,Comedy,Anjelica Huston,Carl Gilliard,Suzie Plakson
Open Range,Drama,Robert Duvall,Michael Landes,Keegan Connor Tracy
Flatliners,Drama,Julia Roberts,Tim Blake Nelson,Daniel von Bargen
It's Always Sunny in PhiladelphiaÂ             ,Comedy,Rob McElhenney,Kate Walsh,Charles S. Dutton
A Bridge Too Far,Drama,Ryan O'Neal,Larry Hankin,Michael Rispoli
Red Eye,Mystery,Robert Pine,Ty Burrell,Dennis Quaid
Final Destination 2,Horror,Sarah Carter,Paula GarcÃ©s,Jason George
"O Brother, Where Art Thou?Â ",Adventure,Holly Hunter,Todd Allen,Brad Leland
Legion,Action,Dennis Quaid,Jake Gyllenhaal,Bailee Madison
Pain & Gain,Comedy,Dwayne Johnson,Frankie Muniz,David Kelly
In Good Company,Comedy,Scarlett Johansson,Common,Seth Meyers
Clockstoppers,Action,Michael Biehn,Gregory Itzin,Jack Thompson
Silverado,Action,Scott Glenn,Dave Legeno,Kevin McNally
Brothers,Drama,Natalie Portman,Ray Romano,Maura Tierney
Agent Cody Banks 2: Destination London,Action,Daniel Roebuck,Mako,Mario Van Peebles
New Year's Eve,Comedy,Robert De Niro,Mike Starr,Judy Davis
Original Sin,Drama,Angelina Jolie Pitt,Chris Bauer,Monica Keena
The Raven,Crime,Pam Ferris,Elizabeth Berkley,Peter Gerety
Welcome to Mooseport,Comedy,Rip Torn,Kirstie Alley,Beverly D'Angelo
Highlander: The Final Dimension,Action,Christopher Lambert,Chelsea Field,Jessica Wesson
Blood and Wine,Crime,Harold Perrineau,Derek Luke,Sandra Ellis Lafferty
Snow White: A Tale of Terror,Fantasy,David Conrad,Danny Huston,Donald Sumpter
The Curse of the Jade Scorpion,Comedy,Woody Allen,Maia Morgenstern,Hristo Shopov
Accidental Love,Comedy,Jake Gyllenhaal,Mara Wilson,Matthew Lawrence
Flipper,Adventure,Paul Hogan,Valeria Golino,Beth Grant
Self/less,Action,Ryan Reynolds,Dreama Walker,Ahney Her
The Constant Gardener,Drama,Archie Panjabi,Scott Glenn,Bruce McGill
The Passion of the Christ,Drama,Christo Jivkov,Holly Valance,Xander Berkeley
Mrs. Doubtfire,Comedy,Robin Williams,Gerald McRaney,Clarke Peters
Rain Man,Drama,Tom Cruise,Mike Starr,DeVaughn Nixon
Gran Torino,Drama,Clint Eastwood,Embeth Davidtz,Caroline Goodall
W.,Biography,Toby Jones,Bryce Dallas Howard,Mike Vogel
Taken,Action,Liam Neeson,Peter Capaldi,Jamie Blackley
The Best of Me,Drama,Luke Bracey,Linda Cardellini,Tim Blake Nelson
The Bodyguard,Action,Bill Cobbs,Igor Jijikine,Agnia Ditkovskite
Schindler's List,Biography,Liam Neeson,Jason Ritter,Zack Ward
The Help,Drama,Emma Stone,Ava Acres,Sara Stewart
The Fifth Estate,Biography,Benedict Cumberbatch,Rob Paulsen,Andrea Martin
Scooby-Doo 2: Monsters Unleashed,Adventure,Sarah Michelle Gellar,Ben Feldman,Liza Lapira
Viy,Adventure,Jason Flemyng,Paige Turco,Ernie Reyes Jr.
Freddy vs. Jason,Action,Katharine Isabelle,Billy Drago,Charles Martin Smith
The Face of an Angel,Drama,Cara Delevingne,Stephen Root,Barry Corbin
Jimmy Neutron: Boy Genius,Action,Martin Short,Tika Sumpter,Bryan Callen
Cloverfield,Action,Mike Vogel,Jim Broadbent,Shirley Henderson
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action,Kevin Nash,Leslie Caron,Hugh O'Conor
The Untouchables,Crime,Robert De Niro,Bruce McGill,Bob Newhart
No Country for Old Men,Crime,Kelly Macdonald,Gedde Watanabe,Tom Everett Scott
Ride Along,Action,Bruce McGill,Greta Gerwig,Mindy Kaling
Bridget Jones's Diary,Comedy,Colin Firth,Dana Delany,Powers Boothe
Chocolat,Drama,Lena Olin,Delroy Lindo,Aaliyah
"Legally Blonde 2: Red, White & BlondeÂ ",Comedy,Mary Lynn Rajskub,Patrick Troughton,Billie Whitelaw
Parental Guidance,Comedy,Bailee Madison,Gina Holden,Crystal Lowe
No Strings Attached,Comedy,Natalie Portman,Riley Thomas Stewart,Jay R. Ferguson
Tombstone,Action,Michael Biehn,Zooey Deschanel,Bailee Madison
Romeo Must Die,Action,Jet Li,Kate Winslet,Kelly Macdonald
The Omen,Fantasy,Lee Remick,Tika Sumpter,Larry the Cable Guy
Final Destination 3,Horror,Chelan Simmons,Frank Grillo,James Badge Dale
The Lucky One,Drama,Blythe Danner,Dylan Baker,Robert John Burke
Bridge to Terabithia,Adventure,Josh Hutcherson,Will Ferrell,Steve Carell
Finding Neverland,Biography,Johnny Depp,Mike Starr,Paul Sorvino
A Madea Christmas,Comedy,Alicia Witt,Frankie Muniz,Chris Gauthier
The Grey,Action,Liam Neeson,Kelly Macdonald,Imelda Staunton
Hide and Seek,Drama,Robert De Niro,F. Murray Abraham,Mary Elizabeth Mastrantonio
Anchorman: The Legend of Ron Burgundy,Comedy,Darcy Donavan,Michael McKean,Rebecca Gayheart
Goodfellas,Biography,Robert De Niro,Joan Chen,Victor Wong
Agent Cody Banks,Action,Daniel Roebuck,David O'Hara,Lukas Haas
Nanny McPhee,Comedy,Colin Firth,Paul Sorvino,Faizon Love
Scarface,Crime,Al Pacino,Paul F. Tompkins,Kevin Breznahan
Nothing to Lose,Action,Kelly Preston,Flea,Cree Summer
The Last Emperor,Biography,Cary-Hiroyuki Tagawa,Cree Summer,Nancy Cartwright
Contraband,Action,J.K. Simmons,Eddie Griffin,Chi McBride
Money Talks,Action,Heather Locklear,America Ferrera,Kyle Schmid
There Will Be Blood,Drama,Jim Meskimen,Bridget Fonda,Max Ryan
The Wild Thornberrys Movie,Adventure,Alfre Woodard,Katharine McPhee,Beverly D'Angelo
Rugrats Go Wild,Adventure,Elizabeth Daily,Keshia Knight Pulliam,LisaRaye McCoy
Undercover Brother,Action,Dave Chappelle,Suraj Sharma,Gregory Alan Williams
The Sisterhood of the Traveling Pants,Comedy,Mike Vogel,Meryl Streep,Alexander SkarsgÃ¥rd
Kiss of the Dragon,Action,Jet Li,Oliver James,Kelly Preston
The House Bunny,Comedy,Emma Stone,Jonathan Breck,Billy Aaron Brown
Beauty Shop,Comedy,Alfre Woodard,Dan Fogler,Chelan Simmons
Million Dollar Arm,Biography,Jon Hamm,Tom Arnold,DMX
The Giver,Drama,Jeff Bridges,Stephen Dillane,Miranda Richardson
What a Girl Wants,Comedy,Colin Firth,Alexandra Breckenridge,Laura Ramsey
Jeepers Creepers II,Horror,Nicki Aycox,Emma de Caunes,Steve Pemberton
Good Luck Chuck,Comedy,Dane Cook,Salli Richardson-Whitfield,Johnny Messner
Cradle 2 the Grave,Action,Jet Li,Lili Taylor,Billy Crudup
The Hours,Drama,Meryl Streep,Aaron Staton,Marian Seldes
She's the Man,Comedy,Channing Tatum,John Gielgud,Eric Cantona
Mr. Bean's Holiday,Comedy,Lily Atkinson,Park Bench,Vince Corazza
Anacondas: The Hunt for the Blood Orchid,Action,Nicholas Gonzalez,Richard Anderson,James Whitmore
Blood Ties,Crime,Mila Kunis,Richard Briers,Victoria Beckham
August Rush,Drama,Robin Williams,J.B. Smoove,Kylie Bunbury
Elizabeth,Biography,Fanny Ardant,Essence Atkins,Chris Elliott
Bride of Chucky,Comedy,Alexis Arquette,Jeffrey DeMunn,Bob Gunton
Tora! Tora! Tora!,Action,Joseph Cotten,Paul Hogan,Linda Kozlowski
Spice World,Comedy,Jason Flemyng,Lin Shaye,Richard Tyson
The Sitter,Comedy,Ari Graynor,Cjon Saulsberry,Griffin Cleveland
Dance Flick,Action,Damon Wayans Jr.,Meryl Streep,Julia Roberts
The Shawshank Redemption,Crime,Morgan Freeman,Trevor Blumas,Amy Stewart
Crocodile Dundee in Los Angeles,Adventure,Jere Burns,Tyrone Giordano,James Read
Kingpin,Comedy,Bill Murray,Taron Egerton,Tim McInnerny
The Gambler,Crime,George Kennedy,Milla Jovovich,Rosario Dawson
August: Osage County,Drama,Benedict Cumberbatch,Marlon Brando,Faye Dunaway
Ice Princess,Comedy,Connie Ray,John Sparkes,Kate Harbour
A Lot Like Love,Comedy,Aimee Garcia,Henry Thomas,Scott Porter
Eddie the Eagle,Biography,Hugh Jackman,Jason Patric,Ã“scar Jaenada
He Got Game,Drama,Denzel Washington,Alan Dale,Jack Thompson
Don Juan DeMarco,Comedy,Johnny Depp,Jet Li,Nadine Velazquez
Shaun the SheepÂ             ,Animation,Justin Fletcher,Emily Watson,Don McManus
Dear John,Drama,Channing Tatum,Scott Mechlowicz,Jacob Pitts
The Losers,Action,Chris Evans,Nia Peeples,Tony Plana
Don't Be Afraid of the Dark,Fantasy,Bailee Madison,Rob Riggle,B.J. Novak
War,Action,Jason Statham,Phoebe Cates,Swoosie Kurtz
Punch-Drunk Love,Comedy,Adam Sandler,Udo Kier,Bebe Neuwirth
EuroTrip,Comedy,Matt Damon,Matthew Knight,Amanda Tilson
Half Past Dead,Action,Claudia Christian,Gillian Jacobs,Celia Weston
Unaccompanied Minors,Adventure,Tyler James Williams,Jonathan Tucker,Sergio CalderÃ_n
"Bright Lights, Big CityÂ ",Drama,Dianne Wiest,Rupert Everett,Illeana Douglas
The Adventures of Pinocchio,Adventure,Martin Landau,Emily Meade,Zena Grey
The Greatest Game Ever Played,Drama,Stephen Dillane,Timothy Bottoms,Jacob Young
The Box,Drama,Frank Langella,Zach Grenier,Paul Ben-Victor
The Ruins,Horror,Laura Ramsey,Megan Mullally,Chris Penn
The Next Best Thing,Comedy,Mark Valley,Paul Anderson,Tara Fitzgerald
My Soul to Take,Horror,Frank Grillo,Jorma Taccone,Chris Parnell
The Girl Next Door,Comedy,Chris Marquette,Joel David Moore,Katharine McPhee
Maximum Risk,Action,Natasha Henstridge,Devon Murray,Pauline McLynn
Stealing Harvard,Comedy,Martin Starr,Chi McBride,Patrick St. Esprit
Legend,Biography,Tom Hardy,Steve Railsback,Peter Firth
Hot Rod,Comedy,Sissy Spacek,Jennifer Hale,Tom Kane
Shark Night 3D,Horror,Chris Zylka,Tom Wilkinson,Stephen Root
Angela's Ashes,Drama,Emily Watson,Michael Angarano,Rebecca De Mornay
Draft Day,Drama,Jennifer Garner,James Brolin,Jacob Vargas
Lifeforce,Action,Frank Finlay,Kate Burton,Peter Kwong
The Powerpuff GirlsÂ             ,Action,Elizabeth Daily,Malonn LÃ©vana,Alice Pol
The Conspirator,Crime,Robin Wright,Frank Grillo,Kevin Dunn
Lords of Dogtown,Biography,Heath Ledger,Liam Neeson,Julia Roberts
The 33,Biography,Marco TreviÃ±o,William Morgan Sheppard,James Patrick Stuart
Big Trouble in Little China,Action,Victor Wong,Channing Tatum,Abbie Cornish
A Perfect Plan,Comedy,Dany Boon,Zooey Deschanel,Tony Goldwyn
Warrior,Drama,Tom Hardy,Tom Amandes,Daniel Lapaine
Michael Collins,Biography,Alan Rickman,Madison Davenport,Natasha Calis
Gettysburg,Drama,Tom Berenger,Jane Krakowski,Cathryn de Prume
Stop-Loss,Drama,Joseph Gordon-Levitt,Laz Alonso,Rhys Coiro
Abandon,Drama,Charlie Hunnam,Christopher Evan Welch,James Biberi
Brokedown Palace,Drama,John Doe,Sam McMurray,Richard Gant
The Possession,Horror,Kyra Sedgwick,Charlize Theron,Robert Duvall
Mrs. Winterbourne,Comedy,Brendan Fraser,Donovan Scott,Ted Wass
Straw Dogs,Action,Alexander SkarsgÃ¥rd,Nick Cannon,Kaylee DeFer
The Hoax,Comedy,Hope Davis,Chris Klein,Jack Plotnick
Stone Cold,Action,Brian Bosworth,Antony Starr,Craig Hall
The Road,Adventure,Viggo Mortensen,Kenan Thompson,Rachel Blanchard
Sheena,Adventure,Tanya Roberts,Lori Petty,Jeff Kober
Underclassman,Action,Cheech Marin,Loretta Devine,Regina Hall
Say It Isn't So,Comedy,Eddie Cibrian,Joe Pingue,YÃ»suke Iseya
The World's Fastest Indian,Biography,Anthony Hopkins,Udo Kier,Michael ParÃ©
Snakes on a Plane,Action,Lin Shaye,Christoph Waltz,Julie Adams
Tank Girl,Action,Naomi Watts,Alison Lohman,Rachel Blanchard
King's Ransom,Comedy,Donald Faison,Erica Linz,Igor Zaripov
Blindness,Drama,Don McKellar,Monica Potter,Billy Crudup
BloodRayne,Action,Meat Loaf,Aidan McArdle,James Tupper
Carnage,Comedy,Kate Winslet,Sean Buchanan,Liya Kebede
Where the Truth Lies,Crime,Colin Firth,Shea Whigham,Shawn Hatosy
Cirque du Soleil: Worlds Away,Fantasy,Dallas Barnett,Jenny McCarthy,Stacy Keach
Without Limits,Biography,Billy Burke,BenoÃ®t Magimel,Gilles Lellouche
Me and Orson Welles,Drama,Zoe Kazan,Bai Ling,Gil Birmingham
The Best Offer,Crime,Jim Sturgess,AndrÃ© Wilms,JÃ©rÃ´me Deschamps
Bad Lieutenant: Port of Call New Orleans,Crime,Nicolas Cage,Evgeniy Mironov,Aleksandr Bashirov
A Turtle's Tale: Sammy's Adventures,Adventure,Ed Begley Jr.,Brad Pitt,Goran Visnjic
Little White Lies,Comedy,FranÃ§ois Cluzet,Mackenzie Crook,Derek Jacobi
Love Ranch,Comedy,Scout Taylor-Compton,Dan O'Herlihy,Jack Hawkins
The True Story of Puss'N Boots,Adventure,Yolande Moreau,Charlie Yeung,Wai-Keung Lau
Space Dogs,Adventure,Sergey Garmash,Mario Van Peebles,Jacob Vargas
The Counselor,Crime,Michael Fassbender,Peter Capaldi,Swoosie Kurtz
Ironclad,Action,Jason Flemyng,Viggo Mortensen,Kirsten Dunst
Waterloo,Action,Rod Steiger,Nichelle Nichols,Walter Koenig
Kung Fu Killer,Action,Siu-Wong Fan,Burt Young,Mike Tyson
Red Sky,Action,Martin Kove,Edgar RamÃ_rez,Delroy Lindo
Dangerous Liaisons,Drama,Keanu Reeves,Jada Pinkett Smith,Kevin Williamson
On the Road,Adventure,Kristen Stewart,Noah Emmerich,Boyd Holbrook
Star Trek IV: The Voyage Home,Adventure,Leonard Nimoy,Regina Hall,David Walton
Rocky Balboa,Drama,Sylvester Stallone,Matthew Perry,Natasha Henstridge
Point Break,Action,Ray Winstone,Chris Penn,Lori Singer
Scream 2,Horror,Omar Epps,Leah Remini,Patrick Fischler
Jane Got a Gun,Action,Natalie Portman,David Hyde Pierce,Harry Shearer
Think Like a Man Too,Comedy,Romany Malco,Mekhi Phifer,Bill Cobbs
The Whole Nine Yards,Comedy,Bruce Willis,Jim Belushi,Bonnie Hunt
Footloose,Drama,Dianne Wiest,Jeff Anderson,Jennifer Schwalbach Smith
Old School,Comedy,Will Ferrell,Pruitt Taylor Vince,Kathleen Wilhoite
The Fisher King,Comedy,Jeff Bridges,Jeff Bridges,Stephen Root
I Still Know What You Did Last Summer,Horror,Muse Watson,Eddie Griffin,Garcelle Beauvais
Return to Me,Comedy,Minnie Driver,Clea DuVall,Vanessa Redgrave
Zack and Miri Make a Porno,Comedy,Gerry Bednob,Gary Cole,Nathan Lane
Nurse Betty,Comedy,Morgan Freeman,F. Murray Abraham,David Arquette
The Men Who Stare at Goats,Comedy,Kevin Spacey,Diana Ross,Theresa Merritt
Double Take,Action,Daniel Roebuck,Ellen Albertini Dow,Martin Landau
"Girl, InterruptedÂ ",Biography,Angelina Jolie Pitt,Robert Wagner,Lolita Davidovich
Win a Date with Tad Hamilton!,Comedy,Topher Grace,Busy Philipps,Jessica Szohr
Muppets from Space,Adventure,Josh Charles,Kelly Brook,Jessica Szohr
The Wiz,Adventure,Lena Horne,Bob Hoskins,Brenda Blethyn
Ready to Rumble,Comedy,Oliver Platt,M.C. Gainey,A.J. Langer
Play It to the Bone,Comedy,Willie Garson,Kenneth Williams,Clive Revill
I Don't Know How She Does It,Comedy,Olivia Munn,F. Murray Abraham,Geraldine Chaplin
Piranha 3D,Comedy,Adam Scott,Tom Berenger,Mike Epps
Beyond the Sea,Biography,Kevin Spacey,Blythe Danner,Jean Simmons
Meet the Deedles,Comedy,Paul Walker,Bill Murray,Derek Graf
The Princess and the Cobbler,Action,Donald Pleasence,Thomas Kretschmann,Evan Parke
The Bridge of San Luis Rey,Drama,Robert De Niro,Clint Howard,Peter Dante
Faster,Action,Dwayne Johnson,Kenny Baker,Anthony Daniels
Howl's Moving Castle,Adventure,Christian Bale,TchÃ©ky Karyo,Theresa Randle
Zombieland,Adventure,Emma Stone,Priscilla Presley,O.J. Simpson
King Kong,Action,Naomi Watts,Brendan Fehr,Kerr Smith
The Waterboy,Comedy,Adam Sandler,Philip Seymour Hoffman,Jennifer Ehle
Star Wars: Episode V - The Empire Strikes Back,Action,Harrison Ford,Radha Mitchell,Cole Hauser
Bad Boys,Action,Will Smith,Ellen Barkin,Catherine Dent
The Naked Gun 2Â_: The Smell of Fear,Comedy,George Kennedy,Brian Johnson,Matt Letscher
Final Destination,Horror,Daniel Roebuck,Taron Egerton,Tim McInnerny
The Ides of March,Drama,Ryan Gosling,Jessica Bowman,Dell Yount
Pitch Black,Horror,Vin Diesel,Keeley Hawes,Oliver Stark
Someone Like You...,Comedy,Hugh Jackman,Eva Amurri Martino,Shawn Hatosy
Her,Drama,Scarlett Johansson,Stark Sands,Terence Maynard
Eddie the Eagle,Biography,Hugh Jackman,Dan Hedaya,Lainie Kazan
Joy Ride,Mystery,Paul Walker,Michael Fassbender,Michael Angarano
The Adventurer: The Curse of the Midas Box,Adventure,Ioan Gruffudd,Mario Van Peebles,Lynn Whitfield
Anywhere But Here,Comedy,Natalie Portman,Robert De Niro,Meryl Streep
Chasing Liberty,Comedy,Annabella Sciorra,Dash Mihok,Garrett Morris
The Crew,Comedy,Seymour Cassel,Ian Hart,James Bolam
Haywire,Action,Channing Tatum,Tia Carrere,Don Johnson
Jaws: The Revenge,Adventure,Judith Barsi,Charlize Theron,Barry Corbin
Marvin's Room,Drama,Leonardo DiCaprio,BenoÃ®t Poelvoorde,Marie Gillain
The Longshots,Biography,Tasha Smith,Landon Liboiron,Michael Wincott
The End of the Affair,Drama,Stephen Rea,Iben Hjejle,Gaye Brown
Harley Davidson and the Marlboro Man,Action,Vanessa Williams,Sarah Carter,Derek Luke
In the Valley of Elah,Crime,James Franco,Roger Lloyd Pack,Lillete Dubey
Coco Before Chanel,Biography,Alessandro Nivola,Simon Yam,Nicholas Tse
Forsaken,Drama,Demi Moore,Kim Thomson,Alexandra Silber
ChÃ©ri,Comedy,Tom Burke,Dick Van Patten,Michael Winslow
RogueÂ             ,Action,Cole Hauser,Ryan Corr,Steve Bastoni
Vanity Fair,Drama,Romola Garai,Tony Goldwyn,Phil Leeds
Bodyguards and Assassins,Action,Bingbing Fan,Lin Shaye,Richard Tyson
1408,Fantasy,Drew Powell,Eric Lloyd,Peter Boyle
Spaceballs,Adventure,Joan Rivers,Jay Hernandez,Angus T. Jones
The Water Diviner,Drama,Cem Yilmaz,Kyra Sedgwick,Madison Pettis
Ghost,Drama,Demi Moore,Meryl Streep,Debra Monk
There's Something About Mary,Comedy,Sarah Silverman,Michael Papajohn,Colleen Haskell
The Santa Clause,Comedy,Judge Reinhold,Amrish Puri,John Gielgud
The Rookie,Drama,Dennis Quaid,Charlotte Le Bon,Juhi Chawla
The Game Plan,Comedy,Dwayne Johnson,Jeremy Northam,Ray McKinnon
The Bridges of Madison County,Drama,Clint Eastwood,Loretta Devine,Richard Schiff
The Animal,Comedy,Louis Lombardi,Amber Rose Revah,Darwin Shaw
Gandhi,Biography,Candice Bergen,Kevin Grevioux,Shane Brolly
The Hundred-Foot Journey,Comedy,Manish Dayal,RZA,Xzibit
The Net,Action,Ken Howard,Joel McHale,Thomas F. Wilson
I Am Sam,Drama,Dianne Wiest,James Frain,Julian Fellowes
Son of God,Biography,Roma Downey,Eddie Griffin,Charles Keating
